Image Name,URL,,Correct Size
monarch-butterfly-biosphere-reserve-michoacan-600w-1029194050.jpg,https://thumbs.dreamstime.com/b/monarch-butterfly-biosphere-reserve-mexico-monarch-butterfly-biosphere-reserve-michoacan-mexico-116400299.jpg,can't find correct size,600 x 418
D246_27_784_1200.jpg,https://www.allposters.com/-sp/Cerro-Pelon-Monarch-Butterfly-Biosphere-UNESCO-World-Heritage-Site-Mexico-North-America-Posters_i15555007_.htm&ved=2ahUKEwiPo_yEsensAhWITt8KHS51AqcQFjAZegQIARAC,can't find correct size,1200 x 800
Monarch-Butterflies-in-Mexico.jpg,https://www.shutterstock.com/image-photo/monarch-butterflies-on-tree-branch-michoacan-366488834,can't find correct size,675 x 448
mariposa-monarca-1050x750.jpg,https://www.worldatlas.com/r/w960-h540-q80/upload/a1/9e/d2/shutterstock-426774466.jpg,can't find correct size,1050 x 750
stock-photo-monarch-butterfly-biosphere-reserve-michoacan-mexico-1462909706.jpg,https://image.shutterstock.com/image-photo/monarch-butterfly-biosphere-reserve-michoacan-600w-1462909706.jpg,can't find correct size,1500 x 1096
25954208-monarch-butterfly-colony-in-mexico.jpg,https://c8.alamy.com/comp/E9NKM4/monarch-E9NKM4.jpg,verified size,
monarch-butterfly-biosphere-reserve-mexico-24404084.jpg,https://thumbs.dreamstime.com/z/monarch-butterfly-biosphere-reserve-mexico-24404084.jpg,verified size,1300 x 953
d88-2883370.jpg,not found,,
d88-2883764.jpg,not found,,
d88-2883758.jpg,not found,,
mexico-state-of-michoacan-angangueo-monarch-butterfly-biosphere-reserve-K77C8A.jpg,https://c8.alamy.com/comp/K77C8A/mexico-state-of-michoacan-angangueo-monarch-butterfly-biosphere-reserve-K77C8A.jpg,verified size,
GettyImages-155144966-5957d0b93df78c4eb60aca81.jpg,https://www.tripsavvy.com/thmb/FMwBYsyqSIpKRbI_yCNA8keKnZ0=/1500x996/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-155144966-5957d0b93df78c4eb60aca81.jpg,verified size,
01.jpg,https://journeynorth.org/tm/monarch/sl/3/images/01.jpg,verified size,
e867fd2ce1495951719e7735577a19b9.jpg,https://i.pinimg.com/originals/e8/67/fd/e867fd2ce1495951719e7735577a19b9.jpg,verified size,
monarchs.jpg,https://thumbs-prod.si-cdn.com/Fc2LBZGbBzi3Luz31qvHci_hSwI=/fit-in/1600x0/https://public-media.si-cdn.com/filer/9d/f8/9df8fb1f-23e4-49ea-9e8f-9bc45ffd6f13/monarchs.jpg,verified size,
monarchs-congregation-tree.jpg,https://www.floridamuseum.ufl.edu/wp-content/uploads/2017/04/monarchs-congregation-tree.jpg,verified size,
sized_Mexico-Monarch-Astrid-Frisch.jpg,https://s3.amazonaws.com/Photo_of_the_Day/system/uploads/photo/image/95/sized_Mexico-Monarch-Astrid-Frisch.jpg,verified size,
monarchs-highlighted-bunch-5764-1-1-1024x675.jpg,https://niteotours.com/wp-content/uploads/monarchs-highlighted-bunch-5764-1-1.jpg,verified size,
576px-Piedra_Herrada_-_Monarch_Butterfly_Sanctuary_-_Near_Valle_de_Bravo_-_Mexico_-_07_281587561224329.jpg,https://mysouthlakenews.com/wp-content/uploads/2019/09/Piedra_Herrada_-_Monarch_Butterfly_Sanctuary_-_Near_Valle_de_Bravo_-_Mexico_-_07_15875612243-e1568392102151-768x1024.jpg,can't find correct size,576 x 768
monarch-butterflies-at-el-rosario-biosphere-reserve-mexico-16.jpg,https://www.tresorsdumonde.fr/wp-content/uploads/2016/03/Reserve-du-papillon-monarque6.jpg,can't find correct size,1200 x 795
tterfly-migration-is-a-phenomenon-across-north-america-where-the-butterflies-migrates-each-autumn-to-overwintering-sites-in-central-mexico-2AWFD3G.jpg,https://c8.alamy.com/comp/2AWFD3G/monarch-butterflies-mass-together-as-they-over-winter-in-the-sierra-chincua-biosphere-reserve-january-20-2020-near-angangueo-michoacan-mexico-the-monarch-butterfly-migration-is-a-phenomenon-across-north-america-where-the-butterflies-migrates-each-autumn-to-overwintering-sites-in-central-mexico-2AWFD3G.jpg,verified size,
DSC_4176.jpg,https://reefstorockies.com/wp-content/uploads/2014/12/DSC_4176.jpg,verified size,
DSC_0112.jpg,not found,,
DSC_0066.jpg,not found,,
DSC_0113.jpg,not found,,
29366120_1923556961052535_2593984896154206208_n.jpg,not found,,
tterfly-migration-is-a-phenomenon-across-north-america-where-the-butterflies-migrates-each-autumn-to-overwintering-sites-in-central-mexico-2AWFC40.jpg,https://c8.alamy.com/comp/2AWFC40/monarch-butterflies-mass-together-on-an-oyamel-fir-tree-branch-at-the-sierra-chincua-biosphere-reserve-january-20-2020-near-angangueo-michoacan-mexico-the-monarch-butterfly-migration-is-a-phenomenon-across-north-america-where-the-butterflies-migrates-each-autumn-to-overwintering-sites-in-central-mexico-2AWFC40.jpg,verified size,
27368889_1850185005056398_5803872578325857906_o.jpg,https://monarchconservation.org/wp-content/uploads/2018/04/Monarchs-Cluster-Piedara-Herrada-Jan.-2018-Isabel-768x512.jpg,can't find correct size,1080 x 720
DSC_0105.jpg,not found,,
DSC_0104.jpg,not found,,
DSC_0061.jpg,not found,,
DSC_0103.jpg,not found,,
DSC_0062.jpg,not found,,
monarchusfwryanhagerty.jpg,http://www.nhptv.org/wild/images/monarchusfwryanhagerty.jpg,verified size,
26362181-monarch-butterfly-colony-in-mexico.jpg,https://previews.123rf.com/images/kamchatka/kamchatka1403/kamchatka140300074/26362181-monarch-butterfly-colony-in-mexico.jpg,verified size,
35B63B6100000578-3662395-Three_bunches_of_monarch_butterflies_Danaus_plexippus_hang_from_-a-7_1467095468324.jpg,https://i.dailymail.co.uk/i/pix/2016/06/28/07/35B63B6100000578-3662395-Three_bunches_of_monarch_butterflies_Danaus_plexippus_hang_from_-a-7_1467095468324.jpg,verified size,
b79cb4f5f9faf899e7471d53111ed2c5.jpg,https://i.dailymail.co.uk/i/pix/2016/06/27/15/35B6372600000578-0-image-a-34_1467039480202.jpg,verified size,
16080161555_c3000e2f09_o.jpg,https://mediad.publicbroadcasting.net/p/kbia/files/styles/large/public/201605/16080161555_c3000e2f09_o.jpg,verified size,
30dff6295f286e5df7e549a3778862c7.jpg,https://i.pinimg.com/originals/41/05/10/41051057dd422380d8996a89e4cd2f96.jpg,verified size,
overwintering20monarchs20in20mexicoJPG.jpg,https://news.emory.edu/features/2020/07/esc-butterfly-genomics/assets/tlCPo409UE/monarch-butterflies-overwintering-in-mexico-1944x2592.jpeg,verified size,
monarch-butterflies-mass-on-a-tree-branch-in-the-cerro-chincua-mountain-B7M14D.jpg,https://c8.alamy.com/comp/B7M14D/monarch-butterflies-mass-on-a-tree-branch-in-the-cerro-chincua-mountain-B7M14D.jpg,verified size,
d88-2883754.jpg,not found,,
37244739-monarch-butterflies-from-canada-and-us-in-their-wintering-grounds-in-mexico.jpg,https://previews.123rf.com/images/jhvephotos/jhvephotos1503/jhvephotos150300001/37244739-monarch-butterflies-from-canada-and-us-in-their-wintering-grounds-in-mexico.jpg,verified size,
monarch-butterfly-danaus-plexippus-in-wintering-from-november-to-march-in-oyamel-pine-forests-abies-religiosa-el-rosario-reserve-of-the-biosfera-monarca-angangueo-state-of-michoacan-mexico-MKD3F5.jpg,https://c8.alamy.com/comp/MKD3F5/monarch-butterfly-danaus-plexippus-in-wintering-from-november-to-march-in-oyamel-pine-forests-abies-religiosa-el-rosario-reserve-of-the-biosfera-monarca-angangueo-state-of-michoacan-mexico-MKD3F5.jpg,verified size,
tterfly-migration-is-a-phenomenon-across-north-america-where-the-butterflies-migrates-each-autumn-to-overwintering-sites-in-central-mexico-2AWFE21.jpg,https://c8.alamy.com/comp/2AWFE21/monarch-butterflies-mass-together-as-they-over-winter-in-the-sierra-chincua-biosphere-reserve-january-20-2020-near-angangueo-michoacan-mexico-the-monarch-butterfly-migration-is-a-phenomenon-across-north-america-where-the-butterflies-migrates-each-autumn-to-overwintering-sites-in-central-mexico-2AWFE21.jpg,verified size,
Wintering-Monarch-butterflies.jpg,https://www.eagle-eye.com/sites/default/files/image_rotations/Wintering-Monarch-butterflies.jpg,verified size,
tterfly-migration-is-a-phenomenon-across-north-america-where-the-butterflies-migrates-each-autumn-to-overwintering-sites-in-central-mexico-2AWP01G.jpg,https://c8.alamy.com/comp/2AWP01G/a-monarch-butterfly-tries-to-land-on-a-branch-filled-with-a-mass-of-hibernating-monarchs-as-they-over-winter-in-the-sierra-chincua-biosphere-reserve-january-20-2020-near-angangueo-michoacan-mexico-the-monarch-butterfly-migration-is-a-phenomenon-across-north-america-where-the-butterflies-migrates-each-autumn-to-overwintering-sites-in-central-mexico-2AWP01G.jpg,verified size,
mexico-state-of-michoacan-angangueo-monarch-butterfly-biosphere-reserve-K77C7P.jpg,https://c8.alamy.com/comp/K77C7P/mexico-state-of-michoacan-angangueo-monarch-butterfly-biosphere-reserve-K77C7P.jpg,verified size,
