monarch,381,161,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,481,65,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,632,187,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,581,133,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,491,202,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,466,310,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,340,272,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,379,357,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,285,353,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,251,463,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,360,482,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,360,589,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,36,582,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,38,391,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,140,559,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,89,470,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,234,546,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,179,757,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,94,746,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,28,719,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,13,795,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,38,872,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,140,868,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,91,987,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,489,553,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,564,491,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,604,440,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,560,333,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,706,287,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,613,368,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,851,185,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,766,123,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,698,74,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,766,16,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,832,53,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,1102,14,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,1038,129,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,991,221,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,1055,272,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,1145,253,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,1074,365,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,998,425,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,1151,476,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,1238,502,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,1304,431,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,1283,597,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,1194,619,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,1119,706,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,1255,723,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,1357,676,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,1398,627,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,1357,580,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,1351,493,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,1362,768,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,1394,827,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,1326,885,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,1360,985,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,1174,1029,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,1049,810,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,1036,702,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,889,797,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,902,670,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,977,580,Wintering-Monarch-butterflies.jpg,1600,1067
monarch,843,570,Wintering-Monarch-butterflies.jpg,1600,1067
